tag,yr,mo,total
EBUK,2013,03,134
EBUK,2013,04,275
EBUK,2013,05,472
EBUK,2013,06,729
EBUK,2013,07,1030
EBUK,2013,08,1226
EBUK,2013,09,1446
EBUK,2013,10,1740
EBUK,2013,11,2016
EBUK,2013,12,2240
EBUK,2014,01,2617
EBUK,2014,02,2978
EBUK,2014,03,3297
EBUK,2014,04,3590
EBUK,2014,05,3904
EBUK,2014,06,4178
EBUK,2014,07,4443
EBUK,2014,08,4633
EBUK,2014,09,4774
EBUK,2014,10,4774
EBUK,2014,11,4774
EBUK,2014,12,4774
EBUK,2015,01,4774
EBUK,2015,02,4774
EBUK,2015,03,4774
EBUK,2015,04,4774
EBUK,2015,05,4774
EBUK,2015,07,4774
EBUK,2015,08,4774
EBUK,2015,09,4774
EBUK,2015,10,4774
EBUK,2015,11,4774
EBUK,2016,01,4774
EBUK,2016,02,4774
EBUK,2016,03,4774
EBUK,2016,04,4774
EBUK,2016,07,4774
EBUK,2016,08,4774
EBUK,2016,09,4774
EBUK,2016,10,4774
EBUK,2016,11,4774
EBUK,2017,01,4774
EBUK,2017,02,4774
EBUK,2017,03,4774
EBUK,2017,04,4774
EBUK,2017,07,4774
EBUK,2017,08,4774
EBUK,2017,09,4774
EBUK,2017,10,4774
EBUK,2018,01,4774
EBUK,2018,02,4774
EBUK,2018,07,4774
EBUK,2018,08,4774
EBUK,2019,01,4774
EBUK,2019,02,4774
EBUK,2019,03,4774
EBUK,2019,04,4774
EBUK,2019,05,4774
EBUK,2019,06,4774
EBUK,2019,07,4774
EBUK,2019,08,4774
EBUK,2019,09,4774
EBUK,2019,10,4774
EBUK,2019,11,4774
EBUK,2019,12,4774
EGENCIA,2013,01,2474
EGENCIA,2013,02,4885
EGENCIA,2013,03,7520
EGENCIA,2013,04,10466
EGENCIA,2013,05,13182
EGENCIA,2013,06,15756
EGENCIA,2013,07,18181
EGENCIA,2013,08,20496
EGENCIA,2013,09,23394
EGENCIA,2013,10,26534
EGENCIA,2013,11,29233
EGENCIA,2013,12,31279
EGENCIA,2014,01,34522
EGENCIA,2014,02,37671
EGENCIA,2014,03,41253
EGENCIA,2014,04,44745
EGENCIA,2014,05,48294
EGENCIA,2014,06,51486
EGENCIA,2014,07,54722
EGENCIA,2014,08,57407
EGENCIA,2014,09,61294
EGENCIA,2014,10,65300
EGENCIA,2014,11,67806
EGENCIA,2014,12,67806
EGENCIA,2015,01,71700
EGENCIA,2015,02,75511
EGENCIA,2015,03,79652
EGENCIA,2015,04,80664
EGENCIA,2015,05,80664
EGENCIA,2015,07,84263
EGENCIA,2015,08,87357
EGENCIA,2015,09,91657
EGENCIA,2015,10,93172
EGENCIA,2015,11,93172
EGENCIA,2016,01,97433
EGENCIA,2016,02,101666
EGENCIA,2016,03,106136
EGENCIA,2016,04,106136
EGENCIA,2016,07,110403
EGENCIA,2016,08,115157
EGENCIA,2016,09,120363
EGENCIA,2016,10,120363
EGENCIA,2016,11,120363
EGENCIA,2017,01,126004
EGENCIA,2017,02,131390
EGENCIA,2017,03,138180
EGENCIA,2017,04,140077
EGENCIA,2017,07,145479
EGENCIA,2017,08,150427
EGENCIA,2017,09,156246
EGENCIA,2017,10,156278
EGENCIA,2018,01,163318
EGENCIA,2018,02,165505
EGENCIA,2018,07,173247
EGENCIA,2018,08,173247
EGENCIA,2019,01,208800
EGENCIA,2019,02,238753
EGENCIA,2019,03,273975
EGENCIA,2019,04,332092
EGENCIA,2019,05,390496
EGENCIA,2019,06,444337
EGENCIA,2019,07,524016
EGENCIA,2019,08,590872
EGENCIA,2019,09,593147
EGENCIA,2019,10,595892
EGENCIA,2019,11,603793
EGENCIA,2019,12,608993
EGLOBAL,2013,01,0
EGLOBAL,2013,02,0
EGLOBAL,2013,03,0
EGLOBAL,2013,04,0
EGLOBAL,2013,05,0
EGLOBAL,2013,06,0
EGLOBAL,2013,07,0
EGLOBAL,2013,08,0
EGLOBAL,2013,09,0
EGLOBAL,2013,10,0
EGLOBAL,2013,11,0
EGLOBAL,2013,12,0
EGLOBAL,2014,01,0
EGLOBAL,2014,02,0
EGLOBAL,2014,03,0
EGLOBAL,2014,04,0
EGLOBAL,2014,05,5
EGLOBAL,2014,06,41
EGLOBAL,2014,07,67
EGLOBAL,2014,08,120
EGLOBAL,2014,09,156
EGLOBAL,2014,10,193
EGLOBAL,2014,11,208
EGLOBAL,2014,12,208
EGLOBAL,2015,01,241
EGLOBAL,2015,02,283
EGLOBAL,2015,03,319
EGLOBAL,2015,04,328
EGLOBAL,2015,05,328
EGLOBAL,2015,07,358
EGLOBAL,2015,08,378
EGLOBAL,2015,09,413
EGLOBAL,2015,10,425
EGLOBAL,2015,11,425
EGLOBAL,2016,01,446
EGLOBAL,2016,02,478
EGLOBAL,2016,03,494
EGLOBAL,2016,04,494
EGLOBAL,2016,07,583
EGLOBAL,2016,08,673
EGLOBAL,2016,09,816
EGLOBAL,2016,10,816
EGLOBAL,2016,11,816
EGLOBAL,2017,01,909
EGLOBAL,2017,02,916
EGLOBAL,2017,03,916
EGLOBAL,2017,04,916
EGLOBAL,2017,07,916
EGLOBAL,2017,08,916
EGLOBAL,2017,09,916
EGLOBAL,2017,10,916
EGLOBAL,2018,01,916
EGLOBAL,2018,02,916
EGLOBAL,2018,07,916
EGLOBAL,2018,08,916
EGLOBAL,2019,01,916
EGLOBAL,2019,02,916
EGLOBAL,2019,03,916
EGLOBAL,2019,04,916
EGLOBAL,2019,05,916
EGLOBAL,2019,06,916
EGLOBAL,2019,07,916
EGLOBAL,2019,08,916
EGLOBAL,2019,09,916
EGLOBAL,2019,10,916
EGLOBAL,2019,11,916
EGLOBAL,2019,12,916
EXPEDIA,2013,01,0
EXPEDIA,2013,02,0
EXPEDIA,2013,03,0
EXPEDIA,2013,04,0
EXPEDIA,2013,05,0
EXPEDIA,2013,06,0
EXPEDIA,2013,07,0
EXPEDIA,2013,08,0
EXPEDIA,2013,09,0
EXPEDIA,2013,10,0
EXPEDIA,2013,11,0
EXPEDIA,2013,12,0
EXPEDIA,2014,01,0
EXPEDIA,2014,02,0
EXPEDIA,2014,03,0
EXPEDIA,2014,04,0
EXPEDIA,2014,05,0
EXPEDIA,2014,06,0
EXPEDIA,2014,07,0
EXPEDIA,2014,08,0
EXPEDIA,2014,09,0
EXPEDIA,2014,10,0
EXPEDIA,2014,11,0
EXPEDIA,2014,12,0
EXPEDIA,2015,01,0
EXPEDIA,2015,02,0
EXPEDIA,2015,03,0
EXPEDIA,2015,04,0
EXPEDIA,2015,05,0
EXPEDIA,2015,07,0
EXPEDIA,2015,08,0
EXPEDIA,2015,09,0
EXPEDIA,2015,10,0
EXPEDIA,2015,11,0
EXPEDIA,2016,01,0
EXPEDIA,2016,02,0
EXPEDIA,2016,03,0
EXPEDIA,2016,04,0
EXPEDIA,2016,07,0
EXPEDIA,2016,08,0
EXPEDIA,2016,09,57
EXPEDIA,2016,10,57
EXPEDIA,2016,11,57
EXPEDIA,2017,01,265
EXPEDIA,2017,02,634
EXPEDIA,2017,03,1073
EXPEDIA,2017,04,1330
EXPEDIA,2017,07,3828
EXPEDIA,2017,08,6372
EXPEDIA,2017,09,8796
EXPEDIA,2017,10,8858
EXPEDIA,2018,01,12294
EXPEDIA,2018,02,13454
EXPEDIA,2018,07,14877
EXPEDIA,2018,08,14877
EXPEDIA,2019,01,15450
EXPEDIA,2019,02,16005
EXPEDIA,2019,03,16683
EXPEDIA,2019,04,17676
EXPEDIA,2019,05,18624
EXPEDIA,2019,06,19032
EXPEDIA,2019,07,19128
EXPEDIA,2019,08,19222
EXPEDIA,2019,09,19286
EXPEDIA,2019,10,19351
EXPEDIA,2019,11,19445
EXPEDIA,2019,12,19527
FAREPORTAL,2013,01,0
FAREPORTAL,2013,02,0
FAREPORTAL,2013,03,0
FAREPORTAL,2013,04,0
FAREPORTAL,2013,05,0
FAREPORTAL,2013,06,0
FAREPORTAL,2013,07,0
FAREPORTAL,2013,08,0
FAREPORTAL,2013,09,0
FAREPORTAL,2013,10,0
FAREPORTAL,2013,11,0
FAREPORTAL,2013,12,0
FAREPORTAL,2014,01,0
FAREPORTAL,2014,02,0
FAREPORTAL,2014,03,0
FAREPORTAL,2014,04,0
FAREPORTAL,2014,05,0
FAREPORTAL,2014,06,0
FAREPORTAL,2014,07,0
FAREPORTAL,2014,08,0
FAREPORTAL,2014,09,0
FAREPORTAL,2014,10,0
FAREPORTAL,2014,11,0
FAREPORTAL,2014,12,0
FAREPORTAL,2015,01,0
FAREPORTAL,2015,02,0
FAREPORTAL,2015,03,0
FAREPORTAL,2015,04,0
FAREPORTAL,2015,05,0
FAREPORTAL,2015,07,0
FAREPORTAL,2015,08,0
FAREPORTAL,2015,09,0
FAREPORTAL,2015,10,0
FAREPORTAL,2015,11,0
FAREPORTAL,2016,01,0
FAREPORTAL,2016,02,0
FAREPORTAL,2016,03,0
FAREPORTAL,2016,04,0
FAREPORTAL,2016,07,0
FAREPORTAL,2016,08,0
FAREPORTAL,2016,09,3
FAREPORTAL,2016,10,3
FAREPORTAL,2016,11,3
FAREPORTAL,2017,01,33
FAREPORTAL,2017,02,72
FAREPORTAL,2017,03,122
FAREPORTAL,2017,04,132
FAREPORTAL,2017,07,132
FAREPORTAL,2017,08,132
FAREPORTAL,2017,09,132
FAREPORTAL,2017,10,132
FAREPORTAL,2018,01,132
FAREPORTAL,2018,02,132
FAREPORTAL,2018,07,132
FAREPORTAL,2018,08,132
FAREPORTAL,2019,01,132
FAREPORTAL,2019,02,132
FAREPORTAL,2019,03,132
FAREPORTAL,2019,04,132
FAREPORTAL,2019,05,132
FAREPORTAL,2019,06,132
FAREPORTAL,2019,07,132
FAREPORTAL,2019,08,132
FAREPORTAL,2019,09,132
FAREPORTAL,2019,10,132
FAREPORTAL,2019,11,132
FAREPORTAL,2019,12,132
GETTHERE,2013,01,0
GETTHERE,2013,02,0
GETTHERE,2013,03,1
GETTHERE,2013,04,1
GETTHERE,2013,05,1
GETTHERE,2013,06,2
GETTHERE,2013,07,18
GETTHERE,2013,08,135
GETTHERE,2013,09,291
GETTHERE,2013,10,584
GETTHERE,2013,11,956
GETTHERE,2013,12,1117
GETTHERE,2014,01,1710
GETTHERE,2014,02,2300
GETTHERE,2014,03,3073
GETTHERE,2014,04,3971
GETTHERE,2014,05,5030
GETTHERE,2014,06,6378
GETTHERE,2014,07,7822
GETTHERE,2014,08,9223
GETTHERE,2014,09,11532
GETTHERE,2014,10,14999
GETTHERE,2014,11,17623
GETTHERE,2014,12,17623
GETTHERE,2015,01,22241
GETTHERE,2015,02,26779
GETTHERE,2015,03,31829
GETTHERE,2015,04,33060
GETTHERE,2015,05,33060
GETTHERE,2015,07,37297
GETTHERE,2015,08,41231
GETTHERE,2015,09,45971
GETTHERE,2015,10,47706
GETTHERE,2015,11,47706
GETTHERE,2016,01,52680
GETTHERE,2016,02,57838
GETTHERE,2016,03,63017
GETTHERE,2016,04,63017
GETTHERE,2016,07,66740
GETTHERE,2016,08,70664
GETTHERE,2016,09,74252
GETTHERE,2016,10,74252
GETTHERE,2016,11,74252
GETTHERE,2017,01,74862
GETTHERE,2017,02,75428
GETTHERE,2017,03,76069
GETTHERE,2017,04,76245
GETTHERE,2017,07,76663
GETTHERE,2017,08,77135
GETTHERE,2017,09,77757
GETTHERE,2017,10,77759
GETTHERE,2018,01,78403
GETTHERE,2018,02,78567
GETTHERE,2018,07,78886
GETTHERE,2018,08,78886
GETTHERE,2019,01,79251
GETTHERE,2019,02,79519
GETTHERE,2019,03,79819
GETTHERE,2019,04,80270
GETTHERE,2019,05,80630
GETTHERE,2019,06,80929
GETTHERE,2019,07,81141
GETTHERE,2019,08,81331
GETTHERE,2019,09,81355
GETTHERE,2019,10,81377
GETTHERE,2019,11,81440
GETTHERE,2019,12,81488
GRANDCNTRL,2013,01,0
GRANDCNTRL,2013,02,0
GRANDCNTRL,2013,03,0
GRANDCNTRL,2013,04,0
GRANDCNTRL,2013,05,0
GRANDCNTRL,2013,06,0
GRANDCNTRL,2013,07,0
GRANDCNTRL,2013,08,0
GRANDCNTRL,2013,09,0
GRANDCNTRL,2013,10,0
GRANDCNTRL,2013,11,0
GRANDCNTRL,2013,12,0
GRANDCNTRL,2014,01,0
GRANDCNTRL,2014,02,0
GRANDCNTRL,2014,03,0
GRANDCNTRL,2014,04,0
GRANDCNTRL,2014,05,0
GRANDCNTRL,2014,06,0
GRANDCNTRL,2014,07,0
GRANDCNTRL,2014,08,0
GRANDCNTRL,2014,09,0
GRANDCNTRL,2014,10,0
GRANDCNTRL,2014,11,0
GRANDCNTRL,2014,12,0
GRANDCNTRL,2015,01,0
GRANDCNTRL,2015,02,0
GRANDCNTRL,2015,03,0
GRANDCNTRL,2015,04,0
GRANDCNTRL,2015,05,0
GRANDCNTRL,2015,07,0
GRANDCNTRL,2015,08,0
GRANDCNTRL,2015,09,0
GRANDCNTRL,2015,10,0
GRANDCNTRL,2015,11,0
GRANDCNTRL,2016,01,0
GRANDCNTRL,2016,02,0
GRANDCNTRL,2016,03,0
GRANDCNTRL,2016,04,0
GRANDCNTRL,2016,07,0
GRANDCNTRL,2016,08,0
GRANDCNTRL,2016,09,0
GRANDCNTRL,2016,10,0
GRANDCNTRL,2016,11,0
GRANDCNTRL,2017,01,0
GRANDCNTRL,2017,02,0
GRANDCNTRL,2017,03,0
GRANDCNTRL,2017,04,0
GRANDCNTRL,2017,07,0
GRANDCNTRL,2017,08,0
GRANDCNTRL,2017,09,0
GRANDCNTRL,2017,10,0
GRANDCNTRL,2018,01,0
GRANDCNTRL,2018,02,0
GRANDCNTRL,2018,07,0
GRANDCNTRL,2018,08,0
GRANDCNTRL,2019,01,2
GRANDCNTRL,2019,02,7
GRANDCNTRL,2019,03,48
GRANDCNTRL,2019,04,55
GRANDCNTRL,2019,05,70
GRANDCNTRL,2019,06,4244
GRANDCNTRL,2019,07,26270
GRANDCNTRL,2019,08,47052
GRANDCNTRL,2019,09,47068
GRANDCNTRL,2019,10,47093
GRANDCNTRL,2019,11,47124
GRANDCNTRL,2019,12,47132
HRG,2013,01,0
HRG,2013,02,0
HRG,2013,03,0
HRG,2013,04,0
HRG,2013,05,0
HRG,2013,06,0
HRG,2013,07,0
HRG,2013,08,0
HRG,2013,09,0
HRG,2013,10,0
HRG,2013,11,0
HRG,2013,12,0
HRG,2014,01,0
HRG,2014,02,5
HRG,2014,03,10
HRG,2014,04,426
HRG,2014,05,1171
HRG,2014,06,1701
HRG,2014,07,2059
HRG,2014,08,2483
HRG,2014,09,3259
HRG,2014,10,4245
HRG,2014,11,4838
HRG,2014,12,4838
HRG,2015,01,5884
HRG,2015,02,6902
HRG,2015,03,7796
HRG,2015,04,7960
HRG,2015,05,7960
HRG,2015,07,8418
HRG,2015,08,8967
HRG,2015,09,9892
HRG,2015,10,10187
HRG,2015,11,10187
HRG,2016,01,11355
HRG,2016,02,12621
HRG,2016,03,13615
HRG,2016,04,13615
HRG,2016,07,14137
HRG,2016,08,14862
HRG,2016,09,15960
HRG,2016,10,15960
HRG,2016,11,15960
HRG,2017,01,17320
HRG,2017,02,18583
HRG,2017,03,19779
HRG,2017,04,20103
HRG,2017,07,20807
HRG,2017,08,21767
HRG,2017,09,23230
HRG,2017,10,23232
HRG,2018,01,25117
HRG,2018,02,25779
HRG,2018,07,26631
HRG,2018,08,26631
HRG,2019,01,28189
HRG,2019,02,29184
HRG,2019,03,30211
HRG,2019,04,32119
HRG,2019,05,34374
HRG,2019,06,36010
HRG,2019,07,37269
HRG,2019,08,38840
HRG,2019,09,38931
HRG,2019,10,39057
HRG,2019,11,39397
HRG,2019,12,39584
IFAO,2013,01,0
IFAO,2013,02,0
IFAO,2013,03,0
IFAO,2013,04,0
IFAO,2013,05,0
IFAO,2013,06,0
IFAO,2013,07,0
IFAO,2013,08,0
IFAO,2013,09,0
IFAO,2013,10,0
IFAO,2013,11,0
IFAO,2013,12,0
IFAO,2014,01,0
IFAO,2014,02,0
IFAO,2014,03,0
IFAO,2014,04,0
IFAO,2014,05,0
IFAO,2014,06,0
IFAO,2014,07,0
IFAO,2014,08,10
IFAO,2014,09,35
IFAO,2014,10,35
IFAO,2014,11,35
IFAO,2014,12,35
IFAO,2015,01,36
IFAO,2015,02,36
IFAO,2015,03,36
IFAO,2015,04,36
IFAO,2015,05,36
IFAO,2015,07,36
IFAO,2015,08,36
IFAO,2015,09,36
IFAO,2015,10,36
IFAO,2015,11,36
IFAO,2016,01,36
IFAO,2016,02,36
IFAO,2016,03,36
IFAO,2016,04,36
IFAO,2016,07,38
IFAO,2016,08,39
IFAO,2016,09,67
IFAO,2016,10,67
IFAO,2016,11,67
IFAO,2017,01,87
IFAO,2017,02,104
IFAO,2017,03,153
IFAO,2017,04,161
IFAO,2017,07,165
IFAO,2017,08,174
IFAO,2017,09,195
IFAO,2017,10,195
IFAO,2018,01,214
IFAO,2018,02,216
IFAO,2018,07,233
IFAO,2018,08,233
IFAO,2019,01,252
IFAO,2019,02,277
IFAO,2019,03,294
IFAO,2019,04,509
IFAO,2019,05,707
IFAO,2019,06,852
IFAO,2019,07,974
IFAO,2019,08,1110
IFAO,2019,09,1113
IFAO,2019,10,1116
IFAO,2019,11,1125
IFAO,2019,12,1127
INNTEL,2013,01,0
INNTEL,2013,02,0
INNTEL,2013,03,0
INNTEL,2013,04,0
INNTEL,2013,05,0
INNTEL,2013,06,0
INNTEL,2013,07,0
INNTEL,2013,08,0
INNTEL,2013,09,0
INNTEL,2013,10,0
INNTEL,2013,11,0
INNTEL,2013,12,0
INNTEL,2014,01,0
INNTEL,2014,02,0
INNTEL,2014,03,0
INNTEL,2014,04,0
INNTEL,2014,05,0
INNTEL,2014,06,0
INNTEL,2014,07,0
INNTEL,2014,08,0
INNTEL,2014,09,0
INNTEL,2014,10,0
INNTEL,2014,11,0
INNTEL,2014,12,0
INNTEL,2015,01,0
INNTEL,2015,02,0
INNTEL,2015,03,0
INNTEL,2015,04,0
INNTEL,2015,05,0
INNTEL,2015,07,0
INNTEL,2015,08,0
INNTEL,2015,09,0
INNTEL,2015,10,0
INNTEL,2015,11,0
INNTEL,2016,01,0
INNTEL,2016,02,0
INNTEL,2016,03,0
INNTEL,2016,04,0
INNTEL,2016,07,0
INNTEL,2016,08,0
INNTEL,2016,09,0
INNTEL,2016,10,0
INNTEL,2016,11,0
INNTEL,2017,01,0
INNTEL,2017,02,0
INNTEL,2017,03,0
INNTEL,2017,04,0
INNTEL,2017,07,0
INNTEL,2017,08,0
INNTEL,2017,09,0
INNTEL,2017,10,0
INNTEL,2018,01,0
INNTEL,2018,02,0
INNTEL,2018,07,0
INNTEL,2018,08,0
INNTEL,2019,01,49
INNTEL,2019,02,53
INNTEL,2019,03,53
INNTEL,2019,04,67
INNTEL,2019,05,155
INNTEL,2019,06,361
INNTEL,2019,07,576
INNTEL,2019,08,1273
INNTEL,2019,09,1276
INNTEL,2019,10,1279
INNTEL,2019,11,1290
INNTEL,2019,12,1291
KANOOTRVL,2013,01,0
KANOOTRVL,2013,02,0
KANOOTRVL,2013,03,0
KANOOTRVL,2013,04,0
KANOOTRVL,2013,05,0
KANOOTRVL,2013,06,0
KANOOTRVL,2013,07,0
KANOOTRVL,2013,08,0
KANOOTRVL,2013,09,0
KANOOTRVL,2013,10,5
KANOOTRVL,2013,11,8
KANOOTRVL,2013,12,12
KANOOTRVL,2014,01,20
KANOOTRVL,2014,02,24
KANOOTRVL,2014,03,29
KANOOTRVL,2014,04,30
KANOOTRVL,2014,05,37
KANOOTRVL,2014,06,44
KANOOTRVL,2014,07,48
KANOOTRVL,2014,08,51
KANOOTRVL,2014,09,66
KANOOTRVL,2014,10,66
KANOOTRVL,2014,11,67
KANOOTRVL,2014,12,67
KANOOTRVL,2015,01,67
KANOOTRVL,2015,02,67
KANOOTRVL,2015,03,67
KANOOTRVL,2015,04,67
KANOOTRVL,2015,05,67
KANOOTRVL,2015,07,67
KANOOTRVL,2015,08,67
KANOOTRVL,2015,09,67
KANOOTRVL,2015,10,67
KANOOTRVL,2015,11,67
KANOOTRVL,2016,01,67
KANOOTRVL,2016,02,67
KANOOTRVL,2016,03,67
KANOOTRVL,2016,04,67
KANOOTRVL,2016,07,67
KANOOTRVL,2016,08,67
KANOOTRVL,2016,09,67
KANOOTRVL,2016,10,67
KANOOTRVL,2016,11,67
KANOOTRVL,2017,01,67
KANOOTRVL,2017,02,67
KANOOTRVL,2017,03,67
KANOOTRVL,2017,04,67
KANOOTRVL,2017,07,67
KANOOTRVL,2017,08,67
KANOOTRVL,2017,09,67
KANOOTRVL,2017,10,67
KANOOTRVL,2018,01,67
KANOOTRVL,2018,02,67
KANOOTRVL,2018,07,67
KANOOTRVL,2018,08,67
KANOOTRVL,2019,01,67
KANOOTRVL,2019,02,67
KANOOTRVL,2019,03,67
KANOOTRVL,2019,04,67
KANOOTRVL,2019,05,67
KANOOTRVL,2019,06,67
KANOOTRVL,2019,07,67
KANOOTRVL,2019,08,67
KANOOTRVL,2019,09,67
KANOOTRVL,2019,10,67
KANOOTRVL,2019,11,67
KANOOTRVL,2019,12,67
KDS,2013,01,0
KDS,2013,02,0
KDS,2013,03,0
KDS,2013,04,0
KDS,2013,05,0
KDS,2013,06,0
KDS,2013,07,0
KDS,2013,08,0
KDS,2013,09,0
KDS,2013,10,0
KDS,2013,11,0
KDS,2013,12,0
KDS,2014,01,1
KDS,2014,02,8
KDS,2014,03,21
KDS,2014,04,21
KDS,2014,05,25
KDS,2014,06,33
KDS,2014,07,45
KDS,2014,08,70
KDS,2014,09,138
KDS,2014,10,363
KDS,2014,11,2036
KDS,2014,12,2036
KDS,2015,01,4116
KDS,2015,02,6358
KDS,2015,03,8624
KDS,2015,04,9083
KDS,2015,05,9083
KDS,2015,07,11042
KDS,2015,08,11506
KDS,2015,09,14102
KDS,2015,10,15036
KDS,2015,11,15036
KDS,2016,01,18274
KDS,2016,02,21111
KDS,2016,03,23436
KDS,2016,04,23436
KDS,2016,07,25379
KDS,2016,08,26169
KDS,2016,09,28968
KDS,2016,10,28968
KDS,2016,11,28968
KDS,2017,01,31630
KDS,2017,02,34168
KDS,2017,03,37492
KDS,2017,04,38271
KDS,2017,07,40460
